3
sumW  sumStop
0.000000E+00 9.933333E-01 0.000000E+00
1.000000E-01 9.933333E-01 1.110223E-15
2.000000E-01 9.933333E-01 -1.110223E-15
3.000000E-01 9.933333E-01 1.110223E-15
4.000000E-01 9.933333E-01 -1.110223E-15
5.000000E-01 9.933333E-01 0.000000E+00
6.000000E-01 9.933333E-01 0.000000E+00
7.000000E-01 9.933333E-01 1.110223E-15
8.000000E-01 9.933333E-01 0.000000E+00
9.000000E-01 9.933333E-01 1.110223E-15
1.000000E+00 9.933333E-01 -1.110223E-15
1.100000E+00 9.933333E-01 -1.110223E-15
1.210000E+00 9.933333E-01 -3.027881E-15
1.320000E+00 9.933333E-01 2.018587E-15
1.430000E+00 9.933333E-01 1.009294E-15
1.540000E+00 9.933333E-01 -3.027881E-15
1.650000E+00 9.933333E-01 0.000000E+00
1.760000E+00 9.933333E-01 0.000000E+00
1.870000E+00 9.933333E-01 -1.009294E-15
1.980000E+00 9.933333E-01 1.009294E-15
2.090000E+00 9.933333E-01 -1.009294E-15
2.200000E+00 9.933333E-01 -4.037175E-15
2.310000E+00 9.933333E-01 2.018587E-15
2.431000E+00 9.933333E-01 0.000000E+00
2.552000E+00 9.933333E-01 1.835079E-15
2.673000E+00 9.933333E-01 9.175397E-16
2.794000E+00 9.933333E-01 -9.175397E-16
2.915000E+00 9.933333E-01 -4.587698E-15
3.036000E+00 9.933333E-01 2.752619E-15
3.157000E+00 9.933333E-01 1.835079E-15
3.278000E+00 9.933333E-01 -3.670159E-15
3.399000E+00 9.933333E-01 4.587698E-15
3.520000E+00 9.933333E-01 -1.835079E-15
3.641000E+00 9.933333E-01 0.000000E+00
3.774100E+00 9.933333E-01 -8.341270E-16
3.907200E+00 9.933333E-01 0.000000E+00
4.040300E+00 9.933333E-01 8.341270E-16
4.173400E+00 9.933333E-01 -3.336508E-15
4.306500E+00 9.933333E-01 1.668254E-15
4.439600E+00 9.933333E-01 -8.341270E-16
4.572700E+00 9.933333E-01 1.668254E-15
4.705800E+00 9.933333E-01 -8.341270E-16
4.838900E+00 9.933333E-01 -8.341270E-16
4.972000E+00 9.933333E-01 -1.668254E-15
5.105100E+00 9.933333E-01 -8.341270E-16
5.251510E+00 9.933333E-01 7.582973E-16
5.397920E+00 9.933333E-01 -7.582973E-16
5.544330E+00 9.933333E-01 -1.516595E-15
5.690740E+00 9.933333E-01 1.516595E-15
5.837150E+00 9.933333E-01 0.000000E+00
5.983560E+00 9.933333E-01 -7.582973E-16
6.129970E+00 9.933333E-01 -7.582973E-16
6.276380E+00 9.933333E-01 -2.274892E-15
6.422790E+00 9.933333E-01 1.516595E-15
6.569200E+00 9.933333E-01 -7.582973E-16
6.715610E+00 9.933333E-01 7.582973E-16
6.876661E+00 9.933333E-01 6.893611E-16
7.037712E+00 9.933333E-01 0.000000E+00
7.198763E+00 9.933333E-01 -6.893611E-16
7.359814E+00 9.933333E-01 1.378722E-15
7.520865E+00 9.933333E-01 -1.378722E-15
7.681916E+00 9.933333E-01 1.378722E-15
7.842967E+00 9.933333E-01 -1.378722E-15
8.004018E+00 9.933333E-01 6.893611E-16
8.165069E+00 9.933333E-01 2.068083E-15
8.326120E+00 9.933333E-01 -1.378722E-15
8.487171E+00 9.933333E-01 -1.378722E-15
8.664327E+00 9.933333E-01 2.506768E-15
8.841483E+00 9.933333E-01 -3.133460E-15
9.018639E+00 9.933333E-01 -6.266920E-16
9.195795E+00 9.933333E-01 3.760152E-15
9.372952E+00 9.933333E-01 -1.880076E-15
9.550108E+00 9.933333E-01 6.266920E-16
9.727264E+00 9.933333E-01 2.506768E-15
9.904420E+00 9.933333E-01 -3.760152E-15
1.008158E+01 9.933333E-01 1.880076E-15
1.025873E+01 9.933333E-01 0.000000E+00
1.043589E+01 9.933333E-01 6.266920E-16
1.063076E+01 9.933333E-01 0.000000E+00
